datadate,fyear,datafmt,tic,epspx
12/31/15,2015,STD,ABT,1.73
12/31/16,2016,STD,ABT,0.71
12/31/17,2017,STD,ABT,0.2
12/31/18,2018,STD,ABT,1.32
12/31/19,2019,STD,ABT,2.07
12/31/20,2020,STD,ABT,2.51
12/31/21,2021,STD,ABT,3.97
12/31/22,2022,STD,ABT,3.94
12/31/23,2023,STD,ABT,3.28
12/31/24,2024,STD,ABT,7.67
12/31/15,2015,STD,AMD,-0.84
12/31/16,2016,STD,AMD,-0.6
12/31/17,2017,STD,AMD,0.04
12/31/18,2018,STD,AMD,0.34
12/31/19,2019,STD,AMD,0.31
12/31/20,2020,STD,AMD,2.1
12/31/21,2021,STD,AMD,2.61
12/31/22,2022,STD,AMD,0.85
12/31/23,2023,STD,AMD,0.53
12/31/24,2024,STD,AMD,1.01
9/30/15,2015,STD,APD,5.95
9/30/16,2016,STD,APD,7
9/30/17,2017,STD,APD,5.2
9/30/18,2018,STD,APD,6.64
9/30/19,2019,STD,APD,7.99
9/30/20,2020,STD,APD,8.59
9/30/21,2021,STD,APD,9.16
9/30/22,2022,STD,APD,10.11
9/30/23,2023,STD,APD,10.31
9/30/24,2024,STD,APD,17.27
12/31/15,2015,STD,HON,6.11
12/31/16,2016,STD,HON,6.29
12/31/17,2017,STD,HON,2.17
12/31/18,2018,STD,HON,9.1
12/31/19,2019,STD,HON,8.52
12/31/20,2020,STD,HON,6.79
12/31/21,2021,STD,HON,8.01
12/31/22,2022,STD,HON,7.33
12/31/23,2023,STD,HON,8.53
12/31/24,2024,STD,HON,8.76
12/31/15,2015,STD,HES,-10.61
12/31/16,2016,STD,HES,-19.92
12/31/17,2017,STD,HES,-13.12
12/31/18,2018,STD,HES,-1.1
12/31/19,2019,STD,HES,-1.37
12/31/20,2020,STD,HES,-10.15
12/31/21,2021,STD,HES,1.82
12/31/22,2022,STD,HES,6.8
12/31/23,2023,STD,HES,4.52
12/31/24,2024,STD,HES,9.03
12/31/15,2015,STD,AEP,3.59
12/31/16,2016,STD,AEP,1.25
12/31/17,2017,STD,AEP,3.89
12/31/18,2018,STD,AEP,3.9
12/31/19,2019,STD,AEP,3.89
12/31/20,2020,STD,AEP,4.44
12/31/21,2021,STD,AEP,4.97
12/31/22,2022,STD,AEP,4.51
12/31/23,2023,STD,AEP,4.26
12/31/24,2024,STD,AEP,5.6
12/31/15,2015,STD,AIG,1.69
12/31/16,2016,STD,AIG,-0.7
12/31/17,2017,STD,AIG,-6.54
12/31/18,2018,STD,AIG,0.04
12/31/19,2019,STD,AIG,3.74
12/31/20,2020,STD,AIG,-6.88
12/31/21,2021,STD,AIG,10.95
12/31/22,2022,STD,AIG,13.16
12/31/23,2023,STD,AIG,5.02
12/31/24,2024,STD,AIG,4.11
12/31/15,2015,STD,AMGN,9.15
12/31/16,2016,STD,AMGN,10.32
12/31/17,2017,STD,AMGN,2.71
12/31/18,2018,STD,AMGN,12.7
12/31/19,2019,STD,AMGN,12.96
12/31/20,2020,STD,AMGN,12.4
12/31/21,2021,STD,AMGN,10.34
12/31/22,2022,STD,AMGN,12.18
12/31/23,2023,STD,AMGN,12.56
12/31/24,2024,STD,AMGN,7.62
10/31/15,2015,STD,ADI,2.23
10/31/16,2016,STD,ADI,2.79
10/31/17,2017,STD,ADI,2.09
10/31/18,2018,STD,ADI,4.02
10/31/19,2019,STD,ADI,3.68
10/31/20,2020,STD,ADI,3.31
10/31/21,2021,STD,ADI,3.5
10/31/22,2022,STD,ADI,5.29
10/31/23,2023,STD,ADI,6.6
10/31/24,2024,STD,ADI,3.3
9/30/15,2015,STD,AAPL,9.28
9/30/16,2016,STD,AAPL,8.35
9/30/17,2017,STD,AAPL,9.27
9/30/18,2018,STD,AAPL,12.01
9/30/19,2019,STD,AAPL,11.97
9/30/20,2020,STD,AAPL,3.31
9/30/21,2021,STD,AAPL,5.67
9/30/22,2022,STD,AAPL,6.15
9/30/23,2023,STD,AAPL,6.16
9/30/24,2024,STD,AAPL,6.11
10/31/15,2015,STD,AMAT,1.13
10/31/16,2016,STD,AMAT,1.56
10/31/17,2017,STD,AMAT,3.2
10/31/18,2018,STD,AMAT,3.27
10/31/19,2019,STD,AMAT,2.89
10/31/20,2020,STD,AMAT,3.95
10/31/21,2021,STD,AMAT,6.47
10/31/22,2022,STD,AMAT,7.49
10/31/23,2023,STD,AMAT,8.16
10/31/24,2024,STD,AMAT,8.68
1/31/15,2014,STD,ADSK,0.36
1/31/16,2015,STD,ADSK,-1.46
1/31/17,2016,STD,ADSK,-2.61
1/31/18,2017,STD,ADSK,-2.58
1/31/19,2018,STD,ADSK,-0.37
1/31/20,2019,STD,ADSK,0.98
1/31/21,2020,STD,ADSK,5.51
1/31/22,2021,STD,ADSK,2.26
1/31/23,2022,STD,ADSK,3.81
1/31/24,2023,STD,ADSK,4.23
6/30/15,2015,STD,ADP,2.91
6/30/16,2016,STD,ADP,3.27
6/30/17,2017,STD,ADP,3.87
6/30/18,2018,STD,ADP,3.68
6/30/19,2019,STD,ADP,5.27
6/30/20,2020,STD,ADP,5.73
6/30/21,2021,STD,ADP,6.1
6/30/22,2022,STD,ADP,7.04
6/30/23,2023,STD,ADP,8.25
6/30/24,2024,STD,ADP,9.14
12/31/15,2015,STD,BAX,0.72
12/31/16,2016,STD,BAX,9.1
12/31/17,2017,STD,BAX,1.33
12/31/18,2018,STD,BAX,3.05
12/31/19,2019,STD,BAX,1.97
12/31/20,2020,STD,BAX,2.17
12/31/21,2021,STD,BAX,2.56
12/31/22,2022,STD,BAX,-4.83
12/31/23,2023,STD,BAX,-0.15
12/31/24,2024,STD,BAX,-0.64
12/31/15,2015,STD,VZ,4.38
12/31/16,2016,STD,VZ,3.22
12/31/17,2017,STD,VZ,7.37
12/31/18,2018,STD,VZ,3.76
12/31/19,2019,STD,VZ,4.66
12/31/20,2020,STD,VZ,4.3
12/31/21,2021,STD,VZ,5.32
12/31/22,2022,STD,VZ,5.06
12/31/23,2023,STD,VZ,2.76
12/31/24,2024,STD,VZ,4.15
12/31/15,2015,STD,BRK.B,9.77
12/31/16,2016,STD,BRK.B,9.76
12/31/17,2017,STD,BRK.B,18.22
12/31/18,2018,STD,BRK.B,1.63
12/31/19,2019,STD,BRK.B,33.22
12/31/20,2020,STD,BRK.B,17.78
12/31/21,2021,STD,BRK.B,39.64
12/31/22,2022,STD,BRK.B,-10.36
12/31/23,2023,STD,BRK.B,44.27
12/31/24,2024,STD,BRK.B,41.27
12/31/15,2015,STD,BMY,0.94
12/31/16,2016,STD,BMY,2.67
12/31/17,2017,STD,BMY,0.61
12/31/18,2018,STD,BMY,3.01
12/31/19,2019,STD,BMY,2.02
12/31/20,2020,STD,BMY,-3.99
12/31/21,2021,STD,BMY,3.15
12/31/22,2022,STD,BMY,2.97
12/31/23,2023,STD,BMY,3.88
12/31/24,2024,STD,BMY,-4.41
4/30/15,2014,STD,BF.B,3.23
4/30/16,2015,STD,BF.B,5.26
4/30/17,2016,STD,BF.B,1.72
4/30/18,2017,STD,BF.B,1.49
4/30/19,2018,STD,BF.B,1.74
4/30/20,2019,STD,BF.B,1.73
4/30/21,2020,STD,BF.B,1.89
4/30/22,2021,STD,BF.B,1.75
4/30/23,2022,STD,BF.B,1.63
4/30/24,2023,STD,BF.B,2.15
12/31/15,2015,STD,CI,8.17
12/31/16,2016,STD,CI,7.31
12/31/17,2017,STD,CI,8.92
12/31/18,2018,STD,CI,10.69
12/31/19,2019,STD,CI,13.58
12/31/20,2020,STD,CI,23.17
12/31/21,2021,STD,CI,15.87
12/31/22,2022,STD,CI,21.54
12/31/23,2023,STD,CI,17.57
12/31/24,2024,STD,CI,12.25
2/28/15,2014,STD,STZ,4.35
2/29/16,2015,STD,STZ,5.36
2/28/17,2016,STD,STZ,7.7
2/28/18,2017,STD,STZ,11.9
2/28/19,2018,STD,STZ,18.03
2/29/20,2019,STD,STZ,-0.06
2/28/21,2020,STD,STZ,10.32
2/28/22,2021,STD,STZ,-0.21
2/28/23,2022,STD,STZ,-0.37
2/29/24,2023,STD,STZ,9.42
12/31/15,2015,STD,CAT,3.54
12/31/16,2016,STD,CAT,-0.11
12/31/17,2017,STD,CAT,1.27
12/31/18,2018,STD,CAT,10.39
12/31/19,2019,STD,CAT,10.85
12/31/20,2020,STD,CAT,5.51
12/31/21,2021,STD,CAT,11.93
12/31/22,2022,STD,CAT,12.72
12/31/23,2023,STD,CAT,20.24
12/31/24,2024,STD,CAT,22.17
12/31/15,2015,STD,JPM,6.05
12/31/16,2016,STD,JPM,6.24
12/31/17,2017,STD,JPM,6.35
12/31/18,2018,STD,JPM,9.04
12/31/19,2019,STD,JPM,10.75
12/31/20,2020,STD,JPM,8.89
12/31/21,2021,STD,JPM,15.39
12/31/22,2022,STD,JPM,12.1
12/31/23,2023,STD,JPM,16.25
12/31/24,2024,STD,JPM,19.79
12/31/15,2015,STD,CVX,2.46
12/31/16,2016,STD,CVX,-0.27
12/31/17,2017,STD,CVX,4.88
12/31/18,2018,STD,CVX,7.81
12/31/19,2019,STD,CVX,1.55
12/31/20,2020,STD,CVX,-2.96
12/31/21,2021,STD,CVX,8.15
12/31/22,2022,STD,CVX,18.36
12/31/23,2023,STD,CVX,11.41
12/31/24,2024,STD,CVX,9.76
12/31/15,2015,STD,CHD,3.13
12/31/16,2016,STD,CHD,1.78
12/31/17,2017,STD,CHD,2.97
12/31/18,2018,STD,CHD,2.32
12/31/19,2019,STD,CHD,2.5
12/31/20,2020,STD,CHD,3.18
12/31/21,2021,STD,CHD,3.38
12/31/22,2022,STD,CHD,1.7
12/31/23,2023,STD,CHD,3.09
12/31/24,2024,STD,CHD,2.39
5/31/15,2014,STD,CTAS,3.49
5/31/16,2015,STD,CTAS,4.15
5/31/17,2016,STD,CTAS,4.27
5/31/18,2017,STD,CTAS,7.24
5/31/19,2018,STD,CTAS,8.23
5/31/20,2019,STD,CTAS,8.36
5/31/21,2020,STD,CTAS,10.52
5/31/22,2021,STD,CTAS,11.92
5/31/23,2022,STD,CTAS,13.21
5/31/24,2023,STD,CTAS,15.4
12/31/15,2015,STD,KO,1.69
12/31/16,2016,STD,KO,1.51
12/31/17,2017,STD,KO,0.28
12/31/18,2018,STD,KO,1.58
12/31/19,2019,STD,KO,2.09
12/31/20,2020,STD,KO,1.8
12/31/21,2021,STD,KO,2.26
12/31/22,2022,STD,KO,2.2
12/31/23,2023,STD,KO,2.48
12/31/24,2024,STD,KO,2.47
12/31/15,2015,STD,CL,1.53
12/31/16,2016,STD,CL,2.74
12/31/17,2017,STD,CL,2.3
12/31/18,2018,STD,CL,2.76
12/31/19,2019,STD,CL,2.76
12/31/20,2020,STD,CL,3.15
12/31/21,2021,STD,CL,2.56
12/31/22,2022,STD,CL,2.13
12/31/23,2023,STD,CL,2.78
12/31/24,2024,STD,CL,3.53
12/31/15,2015,STD,AON,4.93
12/31/16,2016,STD,AON,5.21
12/31/17,2017,STD,AON,1.54
12/31/18,2018,STD,AON,4.32
12/31/19,2019,STD,AON,6.42
12/31/20,2020,STD,AON,8.49
12/31/21,2021,STD,AON,5.59
12/31/22,2022,STD,AON,12.23
12/31/23,2023,STD,AON,12.6
12/31/24,2024,STD,AON,12.55
12/31/15,2015,STD,C,5.43
12/31/16,2016,STD,C,4.74
12/31/17,2017,STD,C,-2.94
12/31/18,2018,STD,C,6.69
12/31/19,2019,STD,C,8.08
12/31/20,2020,STD,C,4.75
12/31/21,2021,STD,C,10.21
12/31/22,2022,STD,C,7.16
12/31/23,2023,STD,C,4.07
12/31/24,2024,STD,C,6.03
12/31/15,2015,STD,ED,4.07
12/31/16,2016,STD,ED,4.15
12/31/17,2017,STD,ED,4.97
12/31/18,2018,STD,ED,4.43
12/31/19,2019,STD,ED,4.09
12/31/20,2020,STD,ED,3.29
12/31/21,2021,STD,ED,3.86
12/31/22,2022,STD,ED,4.68
12/31/23,2023,STD,ED,7.25
12/31/24,2024,STD,ED,5.26
12/31/15,2015,STD,CMS,1.9
12/31/16,2016,STD,CMS,1.99
12/31/17,2017,STD,CMS,1.64
12/31/18,2018,STD,CMS,2.33
12/31/19,2019,STD,CMS,2.4
12/31/20,2020,STD,CMS,2.65
12/31/21,2021,STD,CMS,2.58
12/31/22,2022,STD,CMS,2.84
12/31/23,2023,STD,CMS,3.01
12/31/24,2024,STD,CMS,3.34
12/31/15,2015,STD,TAP,1.92
12/31/16,2016,STD,TAP,9.33
12/31/17,2017,STD,TAP,6.56
12/31/18,2018,STD,TAP,5.17
12/31/19,2019,STD,TAP,1.12
12/31/20,2020,STD,TAP,-4.38
12/31/21,2021,STD,TAP,4.63
12/31/22,2022,STD,TAP,-0.81
12/31/23,2023,STD,TAP,4.39
12/31/24,2024,STD,TAP,5.38
12/31/15,2015,STD,DHR,3.72
12/31/16,2016,STD,DHR,3.12
12/31/17,2017,STD,DHR,3.55
12/31/18,2018,STD,DHR,3.78
12/31/19,2019,STD,DHR,3.31
12/31/20,2020,STD,DHR,4.97
12/31/21,2021,STD,DHR,8.65
12/31/22,2022,STD,DHR,9.8
12/31/23,2023,STD,DHR,5.7
12/31/24,2024,STD,DHR,5.33
1/31/15,2014,STD,TGT,3.86
1/31/16,2015,STD,TGT,5.29
1/31/17,2016,STD,TGT,4.62
1/31/18,2017,STD,TGT,5.35
1/31/19,2018,STD,TGT,5.54
1/31/20,2019,STD,TGT,6.39
1/31/21,2020,STD,TGT,8.72
1/31/22,2021,STD,TGT,14.23
1/31/23,2022,STD,TGT,6.02
1/31/24,2023,STD,TGT,8.96
10/31/15,2015,STD,DE,5.81
10/31/16,2016,STD,DE,4.83
10/31/17,2017,STD,DE,6.76
10/31/18,2018,STD,DE,7.34
10/31/19,2019,STD,DE,10.28
10/31/20,2020,STD,DE,8.77
10/31/21,2021,STD,DE,19.14
10/31/22,2022,STD,DE,23.42
10/31/23,2023,STD,DE,34.8
10/31/24,2024,STD,DE,25.73
12/31/15,2015,STD,DTE,4.05
12/31/16,2016,STD,DTE,4.84
12/31/17,2017,STD,DTE,6.32
12/31/18,2018,STD,DTE,6.18
12/31/19,2019,STD,DTE,6.32
12/31/20,2020,STD,DTE,7.09
12/31/21,2021,STD,DTE,4.11
12/31/22,2022,STD,DTE,5.53
12/31/23,2023,STD,DTE,6.77
12/31/24,2024,STD,DTE,6.78
9/30/15,2015,STD,DIS,4.95
9/30/16,2016,STD,DIS,5.76
9/30/17,2017,STD,DIS,5.73
9/30/18,2018,STD,DIS,8.4
9/30/19,2019,STD,DIS,6.3
9/30/20,2020,STD,DIS,-1.57
9/30/21,2021,STD,DIS,1.11
9/30/22,2022,STD,DIS,1.75
9/30/23,2023,STD,DIS,1.29
9/30/24,2024,STD,DIS,2.72
12/31/15,2015,STD,D,3.21
12/31/16,2016,STD,D,3.44
12/31/17,2017,STD,D,4.72
12/31/18,2018,STD,D,3.74
12/31/19,2019,STD,D,1.66
12/31/20,2020,STD,D,1.83
12/31/21,2021,STD,D,3.19
12/31/22,2022,STD,D,1.08
12/31/23,2023,STD,D,2.48
12/31/24,2024,STD,D,2.2
12/31/15,2015,STD,DUK,4.02
12/31/16,2016,STD,DUK,3.71
12/31/17,2017,STD,DUK,4.37
12/31/18,2018,STD,DUK,3.73
12/31/19,2019,STD,DUK,5.07
12/31/20,2020,STD,DUK,1.71
12/31/21,2021,STD,DUK,4.93
12/31/22,2022,STD,DUK,4.74
12/31/23,2023,STD,DUK,5.35
12/31/24,2024,STD,DUK,5.7
12/31/15,2015,STD,ETN,4.25
12/31/16,2016,STD,ETN,4.22
12/31/17,2017,STD,ETN,6.71
12/31/18,2018,STD,ETN,4.93
12/31/19,2019,STD,ETN,5.28
12/31/20,2020,STD,ETN,3.51
12/31/21,2021,STD,ETN,5.38
12/31/22,2022,STD,ETN,6.17
12/31/23,2023,STD,ETN,8.06
12/31/24,2024,STD,ETN,9.54
12/31/15,2015,STD,ECL,3.38
12/31/16,2016,STD,ECL,4.2
12/31/17,2017,STD,ECL,5.21
12/31/18,2018,STD,ECL,4.95
12/31/19,2019,STD,ECL,5.41
12/31/20,2020,STD,ECL,3.37
12/31/21,2021,STD,ECL,3.95
12/31/22,2022,STD,ECL,3.83
12/31/23,2023,STD,ECL,4.82
12/31/24,2024,STD,ECL,7.43
12/31/15,2015,STD,XOM,3.85
12/31/16,2016,STD,XOM,1.88
12/31/17,2017,STD,XOM,4.63
12/31/18,2018,STD,XOM,4.88
12/31/19,2019,STD,XOM,3.36
12/31/20,2020,STD,XOM,-5.25
12/31/21,2021,STD,XOM,5.39
12/31/22,2022,STD,XOM,13.26
12/31/23,2023,STD,XOM,8.89
12/31/24,2024,STD,XOM,7.84
12/31/15,2015,STD,FMC,-1.4
12/31/16,2016,STD,FMC,1.81
12/31/17,2017,STD,FMC,-0.64
12/31/18,2018,STD,FMC,4.78
12/31/19,2019,STD,FMC,4.12
12/31/20,2020,STD,FMC,4.46
12/31/21,2021,STD,FMC,6.25
12/31/22,2022,STD,FMC,6.6
12/31/23,2023,STD,FMC,11.34
12/31/24,2024,STD,FMC,3.22
12/31/15,2015,STD,NEE,6.11
12/31/16,2016,STD,NEE,6.29
12/31/17,2017,STD,NEE,11.47
12/31/18,2018,STD,NEE,14.03
12/31/19,2019,STD,NEE,7.82
12/31/20,2020,STD,NEE,1.49
12/31/21,2021,STD,NEE,1.82
12/31/22,2022,STD,NEE,2.1
12/31/23,2023,STD,NEE,3.61
12/31/24,2024,STD,NEE,3.38
12/31/15,2015,STD,FITB,2.03
12/31/16,2016,STD,FITB,1.95
12/31/17,2017,STD,FITB,2.88
12/31/18,2018,STD,FITB,3.11
12/31/19,2019,STD,FITB,3.38
12/31/20,2020,STD,FITB,1.84
12/31/21,2021,STD,FITB,3.78
12/31/22,2022,STD,FITB,3.38
12/31/23,2023,STD,FITB,3.23
12/31/24,2024,STD,FITB,3.16
12/31/15,2015,STD,MTB,
12/31/15,2015,STD,MTB,7.22
12/31/16,2016,STD,MTB,
12/31/16,2016,STD,MTB,7.8
12/31/17,2017,STD,MTB,
12/31/17,2017,STD,MTB,8.72
12/31/18,2018,STD,MTB,
12/31/18,2018,STD,MTB,12.75
12/31/19,2019,STD,MTB,
12/31/19,2019,STD,MTB,13.76
12/31/20,2020,STD,MTB,
12/31/20,2020,STD,MTB,9.94
12/31/21,2021,STD,MTB,
12/31/21,2021,STD,MTB,13.81
12/31/22,2022,STD,MTB,
12/31/22,2022,STD,MTB,11.59
12/31/23,2023,STD,MTB,
12/31/23,2023,STD,MTB,15.85
12/31/24,2024,STD,MTB,
12/31/24,2024,STD,MTB,14.71
12/31/15,2015,STD,USB,
12/31/15,2015,STD,USB,3.18
12/31/16,2016,STD,USB,
12/31/16,2016,STD,USB,3.25
12/31/17,2017,STD,USB,
12/31/17,2017,STD,USB,3.53
12/31/18,2018,STD,USB,
12/31/18,2018,STD,USB,4.15
12/31/19,2019,STD,USB,
12/31/19,2019,STD,USB,4.16
12/31/20,2020,STD,USB,
12/31/20,2020,STD,USB,3.06
12/31/21,2021,STD,USB,
12/31/21,2021,STD,USB,5.11
12/31/22,2022,STD,USB,
12/31/22,2022,STD,USB,3.69
12/31/23,2023,STD,USB,
12/31/23,2023,STD,USB,3.27
12/31/24,2024,STD,USB,
12/31/24,2024,STD,USB,3.79
12/31/15,2015,STD,GE,0.17
12/31/16,2016,STD,GE,1.01
12/31/17,2017,STD,GE,-0.68
12/31/18,2018,STD,GE,-2.43
12/31/19,2019,STD,GE,-0.01
12/31/20,2020,STD,GE,0.59
12/31/21,2021,STD,GE,-3.25
12/31/22,2022,STD,GE,0.53
12/31/23,2023,STD,GE,8.06
12/31/24,2024,STD,GE,6.15
5/31/15,2014,STD,GIS,2.02
5/31/16,2015,STD,GIS,2.83
5/31/17,2016,STD,GIS,2.82
5/31/18,2017,STD,GIS,3.69
5/31/19,2018,STD,GIS,2.92
5/31/20,2019,STD,GIS,3.59
5/31/21,2020,STD,GIS,3.81
5/31/22,2021,STD,GIS,4.46
5/31/23,2022,STD,GIS,4.36
5/31/24,2023,STD,GIS,4.34
12/31/15,2015,STD,GM,6.11
12/31/16,2016,STD,GM,6.12
12/31/17,2017,STD,GM,0.23
12/31/18,2018,STD,GM,5.66
12/31/19,2019,STD,GM,4.62
12/31/20,2020,STD,GM,4.36
12/31/21,2021,STD,GM,6.78
12/31/22,2022,STD,GM,6.17
12/31/23,2023,STD,GM,7.35
12/31/24,2024,STD,GM,6.45
12/31/15,2015,STD,KHC,-0.34
12/31/16,2016,STD,KHC,2.84
12/31/17,2017,STD,KHC,9.03
12/31/18,2018,STD,KHC,-8.36
12/31/19,2019,STD,KHC,1.59
12/31/20,2020,STD,KHC,0.29
12/31/21,2021,STD,KHC,0.83
12/31/22,2022,STD,KHC,1.93
12/31/23,2023,STD,KHC,2.33
12/31/24,2024,STD,KHC,2.27
10/31/15,2015,STD,HPQ,2.51
10/31/16,2016,STD,HPQ,1.54
10/31/17,2017,STD,HPQ,1.5
10/31/18,2018,STD,HPQ,3.3
10/31/19,2019,STD,HPQ,2.08
10/31/20,2020,STD,HPQ,2.01
10/31/21,2021,STD,HPQ,5.38
10/31/22,2022,STD,HPQ,3.02
10/31/23,2023,STD,HPQ,3.29
10/31/24,2024,STD,HPQ,2.83
1/31/15,2014,STD,HD,4.74
1/31/16,2015,STD,HD,5.49
1/31/17,2016,STD,HD,6.47
1/31/18,2017,STD,HD,7.33
1/31/19,2018,STD,HD,9.78
1/31/20,2019,STD,HD,10.29
1/31/21,2020,STD,HD,11.98
1/31/22,2021,STD,HD,15.59
1/31/23,2022,STD,HD,16.74
1/31/24,2023,STD,HD,15.16
12/31/15,2015,STD,CNP,-1.61
12/31/16,2016,STD,CNP,1
12/31/17,2017,STD,CNP,4.16
12/31/18,2018,STD,CNP,0.74
12/31/19,2019,STD,CNP,1.34
12/31/20,2020,STD,CNP,-1.45
12/31/21,2021,STD,CNP,0.97
12/31/22,2022,STD,CNP,1.6
12/31/23,2023,STD,CNP,1.37
12/31/24,2024,STD,CNP,1.58
12/31/15,2015,STD,HBAN,0.82
12/31/16,2016,STD,HBAN,
12/31/16,2016,STD,HBAN,0.72
12/31/17,2017,STD,HBAN,
12/31/17,2017,STD,HBAN,1.02
12/31/18,2018,STD,HBAN,
12/31/18,2018,STD,HBAN,1.22
12/31/19,2019,STD,HBAN,
12/31/19,2019,STD,HBAN,1.29
12/31/20,2020,STD,HBAN,
12/31/20,2020,STD,HBAN,0.71
12/31/21,2021,STD,HBAN,
12/31/21,2021,STD,HBAN,0.91
12/31/22,2022,STD,HBAN,
12/31/22,2022,STD,HBAN,1.47
12/31/23,2023,STD,HBAN,
12/31/23,2023,STD,HBAN,1.26
12/31/24,2024,STD,HBAN,
12/31/24,2024,STD,HBAN,1.24
12/31/15,2015,STD,ITW,5.16
12/31/16,2016,STD,ITW,5.73
12/31/17,2017,STD,ITW,4.9
12/31/18,2018,STD,ITW,7.65
12/31/19,2019,STD,ITW,7.78
12/31/20,2020,STD,ITW,6.66
12/31/21,2021,STD,ITW,8.55
12/31/22,2022,STD,ITW,9.8
12/31/23,2023,STD,ITW,9.77
12/31/24,2024,STD,ITW,11.75
12/31/15,2015,STD,INTC,2.41
12/31/16,2016,STD,INTC,2.18
12/31/17,2017,STD,INTC,2.04
12/31/18,2018,STD,INTC,4.57
12/31/19,2019,STD,INTC,4.77
12/31/20,2020,STD,INTC,4.98
12/31/21,2021,STD,INTC,4.89
12/31/22,2022,STD,INTC,1.95
12/31/23,2023,STD,INTC,0.4
12/31/24,2024,STD,INTC,-4.38
12/31/15,2015,STD,IBM,13.66
12/31/16,2016,STD,IBM,12.44
12/31/17,2017,STD,IBM,6.17
12/31/18,2018,STD,IBM,9.56
12/31/19,2019,STD,IBM,10.63
12/31/20,2020,STD,IBM,6.18
12/31/21,2021,STD,IBM,5.26
12/31/22,2022,STD,IBM,1.97
12/31/23,2023,STD,IBM,8.25
12/31/24,2024,STD,IBM,6.53
12/31/15,2015,STD,JNJ,5.56
12/31/16,2016,STD,JNJ,6.04
12/31/17,2017,STD,JNJ,0.48
12/31/18,2018,STD,JNJ,5.7
12/31/19,2019,STD,JNJ,5.72
12/31/20,2020,STD,JNJ,5.59
12/31/21,2021,STD,JNJ,7.93
12/31/22,2022,STD,JNJ,6.83
12/31/23,2023,STD,JNJ,5.26
12/31/24,2024,STD,JNJ,5.84
6/30/15,2015,STD,KLAC,2.26
6/30/16,2016,STD,KLAC,4.52
6/30/17,2017,STD,KLAC,5.92
6/30/18,2018,STD,KLAC,5.13
6/30/19,2019,STD,KLAC,7.53
6/30/20,2020,STD,KLAC,7.76
6/30/21,2021,STD,KLAC,13.49
6/30/22,2022,STD,KLAC,22.07
6/30/23,2023,STD,KLAC,24.28
6/30/24,2024,STD,KLAC,20.41
12/31/15,2015,STD,K,1.74
12/31/16,2016,STD,K,1.98
12/31/17,2017,STD,K,3.65
12/31/18,2018,STD,K,3.85
12/31/19,2019,STD,K,2.81
12/31/20,2020,STD,K,3.65
12/31/21,2021,STD,K,4.36
12/31/22,2022,STD,K,2.81
12/31/23,2023,STD,K,2.27
12/31/24,2024,STD,K,3.92
12/31/15,2015,STD,KMB,2.78
12/31/16,2016,STD,KMB,6.03
12/31/17,2017,STD,KMB,6.44
12/31/18,2018,STD,KMB,4.05
12/31/19,2019,STD,KMB,6.28
12/31/20,2020,STD,KMB,6.9
12/31/21,2021,STD,KMB,5.38
12/31/22,2022,STD,KMB,5.73
12/31/23,2023,STD,KMB,5.22
12/31/24,2024,STD,KMB,7.58
6/30/15,2015,STD,LRCX,4.11
6/30/16,2016,STD,LRCX,5.75
6/30/17,2017,STD,LRCX,10.47
6/30/18,2018,STD,LRCX,14.73
6/30/19,2019,STD,LRCX,14.37
6/30/20,2020,STD,LRCX,15.55
6/30/21,2021,STD,LRCX,27.22
6/30/22,2022,STD,LRCX,32.92
6/30/23,2023,STD,LRCX,33.3
6/30/24,2024,STD,LRCX,29.13
12/31/15,2015,STD,LLY,2.27
12/31/16,2016,STD,LLY,2.59
12/31/17,2017,STD,LLY,-0.19
12/31/18,2018,STD,LLY,3.14
12/31/19,2019,STD,LLY,4.98
12/31/20,2020,STD,LLY,6.82
12/31/21,2021,STD,LLY,6.15
12/31/22,2022,STD,LLY,6.93
12/31/23,2023,STD,LLY,5.82
12/31/24,2024,STD,LLY,11.76
12/31/15,2015,STD,LMT,11.62
12/31/16,2016,STD,LMT,12.54
12/31/17,2017,STD,LMT,6.7
12/31/18,2018,STD,LMT,17.74
12/31/19,2019,STD,LMT,22.09
12/31/20,2020,STD,LMT,24.6
12/31/21,2021,STD,LMT,22.85
12/31/22,2022,STD,LMT,21.74
12/31/23,2023,STD,LMT,27.65
12/31/24,2024,STD,LMT,22.39
1/31/15,2014,STD,LOW,2.71
1/31/16,2015,STD,LOW,2.73
1/31/17,2016,STD,LOW,3.48
1/31/18,2017,STD,LOW,4.09
1/31/19,2018,STD,LOW,2.84
1/31/20,2019,STD,LOW,5.49
1/31/21,2020,STD,LOW,7.77
1/31/22,2021,STD,LOW,12.07
1/31/23,2022,STD,LOW,10.2
1/31/24,2023,STD,LOW,13.23
12/31/15,2015,STD,MMC,3.01
12/31/16,2016,STD,MMC,3.41
12/31/17,2017,STD,MMC,2.91
12/31/18,2018,STD,MMC,3.26
12/31/19,2019,STD,MMC,3.44
12/31/20,2020,STD,MMC,3.98
12/31/21,2021,STD,MMC,6.2
12/31/22,2022,STD,MMC,6.11
12/31/23,2023,STD,MMC,7.6
12/31/24,2024,STD,MMC,8.26
12/31/15,2015,STD,MCD,4.82
12/31/16,2016,STD,MCD,5.49
12/31/17,2017,STD,MCD,6.43
12/31/18,2018,STD,MCD,7.61
12/31/19,2019,STD,MCD,7.95
