,permno,public_date,pe_exi,npm,opmad,roa,roe,de_ratio,intcov_ratio,curr_ratio,TICKER,year,Revenue,EPS
605,10696,2015-06-30,13.534,0.15,0.248,0.177,0.185,1.789,7.755,1.058,FISV,2015,17886.3,4.37
606,10696,2015-07-31,14.193,0.15,0.248,0.177,0.185,1.789,7.755,1.058,FISV,2015,17886.3,4.37
607,10696,2015-08-31,14.502,0.141,0.25,0.181,0.178,1.874,7.812,1.097,FISV,2015,17886.3,4.37
608,10696,2015-09-30,14.73,0.141,0.25,0.181,0.178,1.874,7.812,1.097,FISV,2015,17886.3,4.37
609,10696,2015-10-31,16.413,0.141,0.25,0.181,0.178,1.874,7.812,1.097,FISV,2015,17886.3,4.37
610,10696,2015-11-30,16.536,0.135,0.255,0.185,0.176,2.006,8.104,1.086,FISV,2015,17886.3,4.37
611,10696,2015-12-31,15.715,0.135,0.255,0.185,0.176,2.006,8.104,1.086,FISV,2015,17886.3,4.37
612,10696,2016-01-31,16.247,0.135,0.255,0.185,0.176,2.006,8.104,1.086,FISV,2016,17886.3,4.37
613,10696,2016-02-29,31.983,0.136,0.257,0.187,0.193,2.511,8.321,1.003,FISV,2016,17886.3,4.37
614,10696,2016-03-31,34.308,0.136,0.257,0.187,0.193,2.511,8.321,1.003,FISV,2016,17886.3,4.37
615,10696,2016-04-30,32.682,0.136,0.257,0.187,0.193,2.511,8.321,1.003,FISV,2016,17886.3,4.37
616,10696,2016-05-31,14.919,0.155,0.26,0.19,0.223,2.335,8.506,1.075,FISV,2016,17886.3,4.37
617,10696,2016-06-30,15.401,0.155,0.26,0.19,0.223,2.335,8.506,1.075,FISV,2016,17886.3,4.37
618,10696,2016-07-31,15.632,0.155,0.26,0.19,0.223,2.335,8.506,1.075,FISV,2016,17886.3,4.37
619,10696,2016-08-31,13.077,0.169,0.262,0.192,0.255,2.483,8.788,1.016,FISV,2016,17886.3,4.37
620,10696,2016-09-30,12.623,0.169,0.262,0.192,0.255,2.483,8.788,1.016,FISV,2016,17886.3,4.37
621,10696,2016-10-31,12.497,0.169,0.262,0.192,0.255,2.483,8.788,1.016,FISV,2016,17886.3,4.37
622,10696,2016-11-30,13.11,0.166,0.261,0.193,0.263,2.606,8.863,1.004,FISV,2016,17886.3,4.37
623,10696,2016-12-31,13.318,0.166,0.261,0.193,0.263,2.606,8.863,1.004,FISV,2016,17886.3,4.37
624,10696,2017-01-31,13.462,0.166,0.261,0.193,0.263,2.606,8.863,1.004,FISV,2017,17886.3,4.37
625,10696,2017-02-28,27.807,0.169,0.264,0.194,0.278,2.834,8.926,0.949,FISV,2017,17886.3,4.37
626,10696,2017-03-31,27.786,0.169,0.264,0.194,0.278,2.834,8.926,0.949,FISV,2017,17886.3,4.37
627,10696,2017-04-30,28.708,0.169,0.264,0.194,0.278,2.834,8.926,0.949,FISV,2017,17886.3,4.37
628,10696,2017-05-31,15.621,0.159,0.264,0.196,0.265,2.794,8.915,0.973,FISV,2017,17886.3,4.37
629,10696,2017-06-30,15.254,0.159,0.264,0.196,0.265,2.794,8.915,0.973,FISV,2017,17886.3,4.37
630,10696,2017-07-31,16.022,0.159,0.264,0.196,0.265,2.794,8.915,0.973,FISV,2017,17886.3,4.37
631,10696,2017-08-31,15.123,0.16,0.263,0.197,0.272,2.905,8.704,0.958,FISV,2017,17886.3,4.37
632,10696,2017-09-30,15.765,0.16,0.263,0.197,0.272,2.905,8.704,0.958,FISV,2017,17886.3,4.37
633,10696,2017-10-31,15.823,0.16,0.263,0.197,0.272,2.905,8.704,0.958,FISV,2017,17886.3,4.37
634,10696,2017-11-30,15.612,0.163,0.262,0.197,0.282,3.051,8.509,0.955,FISV,2017,17886.3,4.37
635,10696,2017-12-31,15.574,0.163,0.262,0.197,0.282,3.051,8.509,0.955,FISV,2017,17886.3,4.37
636,10696,2018-01-31,16.727,0.163,0.262,0.197,0.282,3.051,8.509,0.955,FISV,2018,17886.3,4.37
637,10696,2018-02-28,25.112,0.216,0.267,0.194,0.374,2.767,8.648,1.019,FISV,2018,17886.3,4.37
638,10696,2018-03-31,24.977,0.216,0.267,0.194,0.374,2.767,8.648,1.019,FISV,2018,17886.3,4.37
639,10696,2018-04-30,24.82,0.216,0.267,0.194,0.374,2.767,8.648,1.019,FISV,2018,17886.3,4.37
640,10696,2018-05-31,22.0,0.245,0.267,0.201,0.44,2.863,8.564,1.009,FISV,2018,17886.3,4.37
641,10696,2018-06-30,22.452,0.245,0.267,0.201,0.44,2.863,8.564,1.009,FISV,2018,17886.3,4.37
642,10696,2018-07-31,22.873,0.245,0.267,0.201,0.44,2.863,8.564,1.009,FISV,2018,17886.3,4.37
643,10696,2018-08-31,23.55,0.249,0.265,0.2,0.433,2.749,8.511,1.041,FISV,2018,17886.3,4.37
644,10696,2018-09-30,24.229,0.249,0.265,0.2,0.433,2.749,8.511,1.041,FISV,2018,17886.3,4.37
645,10696,2018-10-31,23.324,0.249,0.265,0.2,0.433,2.749,8.511,1.041,FISV,2018,17886.3,4.37
646,10696,2018-11-30,23.205,0.248,0.263,0.199,0.42,2.694,8.352,1.038,FISV,2018,17886.3,4.37
647,10696,2018-12-31,21.551,0.248,0.263,0.199,0.42,2.694,8.352,1.038,FISV,2018,17886.3,4.37
648,10696,2019-01-31,24.32,0.248,0.263,0.199,0.42,2.694,8.352,1.038,FISV,2019,17886.3,4.37
649,10696,2019-02-28,29.509,0.204,0.26,0.181,0.376,3.911,7.855,1.106,FISV,2019,17886.3,4.37
650,10696,2019-03-31,30.76,0.204,0.26,0.181,0.376,3.911,7.855,1.106,FISV,2019,17886.3,4.37
651,10696,2019-04-30,30.397,0.204,0.26,0.181,0.376,3.911,7.855,1.106,FISV,2019,17886.3,4.37
652,10696,2019-05-31,35.479,0.168,0.255,0.194,0.29,3.305,7.855,1.066,FISV,2019,17886.3,4.37
653,10696,2019-06-30,37.669,0.168,0.255,0.194,0.29,3.305,7.855,1.066,FISV,2019,17886.3,4.37
654,10696,2019-07-31,43.566,0.168,0.255,0.194,0.29,3.305,7.855,1.066,FISV,2019,17886.3,4.37
655,10696,2019-08-31,44.933,0.161,0.26,0.194,0.294,4.39,7.855,2.004,FISV,2019,17886.3,4.37
656,10696,2019-09-30,43.525,0.161,0.26,0.194,0.294,4.39,7.855,2.004,FISV,2019,17886.3,4.37
657,10696,2019-10-31,44.597,0.161,0.26,0.194,0.294,4.39,7.855,2.004,FISV,2019,17886.3,4.37
658,10696,2019-11-30,55.352,0.121,0.21,0.197,0.291,1.989,7.855,1.431,FISV,2019,17886.3,4.37
659,10696,2019-12-31,55.062,0.121,0.21,0.197,0.291,1.989,7.855,1.431,FISV,2019,17886.3,4.37
660,10696,2020-01-31,56.481,0.121,0.21,0.197,0.291,1.989,7.855,1.431,FISV,2020,17886.3,4.37
661,10696,2020-02-29,63.953,0.088,0.164,0.072,0.044,1.294,6.258,1.084,FISV,2020,17886.3,4.37
662,10696,2020-03-31,55.55,0.088,0.164,0.072,0.044,1.294,6.258,1.084,FISV,2020,17886.3,4.37
663,10696,2020-04-30,60.269,0.088,0.164,0.072,0.044,1.294,6.258,1.084,FISV,2020,17886.3,4.37
664,10696,2020-05-31,58.665,0.085,0.129,0.084,0.053,1.428,6.258,1.25,FISV,2020,17886.3,4.37
665,10696,2020-06-30,53.637,0.085,0.129,0.084,0.053,1.428,6.258,1.25,FISV,2020,17886.3,4.37
666,10696,2020-07-31,54.83,0.085,0.129,0.084,0.053,1.428,6.258,1.25,FISV,2020,17886.3,4.37
667,10696,2020-08-31,79.032,0.058,0.106,0.073,0.03,1.314,6.258,1.068,FISV,2020,17886.3,4.37
668,10696,2020-09-30,81.786,0.058,0.106,0.073,0.03,1.314,6.258,1.068,FISV,2020,17886.3,4.37
669,10696,2020-10-31,75.77,0.058,0.106,0.073,0.03,1.314,6.258,1.068,FISV,2020,17886.3,4.37
670,10696,2020-11-30,87.258,0.06,0.112,0.064,0.025,1.29,6.258,1.063,FISV,2020,17886.3,4.37
671,10696,2020-12-31,86.258,0.06,0.112,0.064,0.025,1.29,6.258,1.063,FISV,2020,17886.3,4.37
672,10696,2021-01-31,77.795,0.06,0.112,0.064,0.025,1.29,6.258,1.063,FISV,2021,17886.3,4.37
673,10696,2021-02-28,82.407,0.065,0.122,0.064,0.026,1.277,2.529,1.037,FISV,2021,17886.3,4.37
674,10696,2021-03-31,85.029,0.065,0.122,0.064,0.026,1.277,2.529,1.037,FISV,2021,17886.3,4.37
675,10696,2021-04-30,85.8,0.065,0.122,0.064,0.026,1.277,2.529,1.037,FISV,2021,17886.3,4.37
676,10696,2021-05-31,90.0,0.059,0.134,0.07,0.024,1.308,2.831,1.042,FISV,2021,17886.3,4.37
677,10696,2021-06-30,83.508,0.059,0.134,0.07,0.024,1.308,2.831,1.042,FISV,2021,17886.3,4.37
678,10696,2021-07-31,89.93,0.059,0.134,0.07,0.024,1.308,2.831,1.042,FISV,2021,17886.3,4.37
679,10696,2021-08-31,70.113,0.074,0.149,0.073,0.031,1.3,3.273,1.038,FISV,2021,17886.3,4.37
680,10696,2021-09-30,64.583,0.074,0.149,0.073,0.031,1.3,3.273,1.038,FISV,2021,17886.3,4.37
681,10696,2021-10-31,58.625,0.074,0.149,0.073,0.031,1.3,3.273,1.038,FISV,2021,17886.3,4.37
682,10696,2021-11-30,50.01,0.082,0.149,0.075,0.036,1.328,3.358,1.037,FISV,2021,17886.3,4.37
683,10696,2021-12-31,53.777,0.082,0.149,0.075,0.036,1.328,3.358,1.037,FISV,2021,17886.3,4.37
684,10696,2022-01-31,54.767,0.082,0.149,0.075,0.036,1.328,3.358,1.037,FISV,2022,17886.3,4.37
685,10696,2022-02-28,49.08,0.082,0.141,0.071,0.037,1.431,3.287,1.031,FISV,2022,17886.3,4.37
686,10696,2022-03-31,50.955,0.082,0.141,0.071,0.037,1.431,3.287,1.031,FISV,2022,17886.3,4.37
687,10696,2022-04-30,49.206,0.082,0.141,0.071,0.037,1.431,3.287,1.031,FISV,2022,17886.3,4.37
688,10696,2022-05-31,39.133,0.102,0.151,0.075,0.047,1.384,3.641,1.037,FISV,2022,17886.3,4.37
689,10696,2022-06-30,34.754,0.102,0.151,0.075,0.047,1.384,3.641,1.037,FISV,2022,17886.3,4.37
690,10696,2022-07-31,41.281,0.102,0.151,0.075,0.047,1.384,3.641,1.037,FISV,2022,17886.3,4.37
691,10696,2022-08-31,32.854,0.119,0.16,0.078,0.057,1.409,3.942,1.042,FISV,2022,17886.3,4.37
692,10696,2022-09-30,30.38,0.119,0.16,0.078,0.057,1.409,3.942,1.042,FISV,2022,17886.3,4.37
693,10696,2022-10-31,33.357,0.119,0.16,0.078,0.057,1.409,3.942,1.042,FISV,2022,17886.3,4.37
694,10696,2022-11-30,32.818,0.12,0.177,0.082,0.059,1.434,4.308,1.045,FISV,2022,17886.3,4.37
695,10696,2022-12-31,31.783,0.12,0.177,0.082,0.059,1.434,4.308,1.045,FISV,2022,17886.3,4.37
696,10696,2023-01-31,33.547,0.12,0.177,0.082,0.059,1.434,4.308,1.045,FISV,2023,17886.3,4.37
697,10696,2023-02-28,29.435,0.143,0.208,0.083,0.073,1.693,4.941,1.041,FISV,2023,17886.3,4.37
698,10696,2023-03-31,28.908,0.143,0.208,0.083,0.073,1.693,4.941,1.041,FISV,2023,17886.3,4.37
699,10696,2023-04-30,31.233,0.143,0.208,0.083,0.073,1.693,4.941,1.041,FISV,2023,17886.3,4.37
700,10696,2023-05-31,29.602,0.134,0.216,0.091,0.07,1.533,5.0,1.055,FISV,2023,17886.3,4.37
701,10696,2023-06-30,33.285,0.134,0.216,0.091,0.07,1.533,5.0,1.055,FISV,2023,17886.3,4.37
702,10696,2023-07-31,33.301,0.134,0.216,0.091,0.07,1.533,5.0,1.055,FISV,2023,17886.3,4.37
703,10696,2023-08-31,30.577,0.136,0.229,0.094,0.073,1.559,5.004,1.068,FI,2023,17886.3,4.37
704,10696,2023-09-30,28.453,0.136,0.229,0.094,0.073,1.559,5.004,1.068,FI,2023,17886.3,4.37
705,10696,2023-10-31,28.652,0.136,0.229,0.094,0.073,1.559,5.004,1.068,FI,2023,17886.3,4.37
706,10696,2023-11-30,27.382,0.158,0.243,0.098,0.088,1.646,4.978,1.071,FI,2023,17886.3,4.37
707,10696,2023-12-31,27.849,0.158,0.243,0.098,0.088,1.646,4.978,1.071,FI,2023,17886.3,4.37
708,10696,2024-01-31,29.742,0.158,0.243,0.098,0.088,1.646,4.978,1.071,FI,2024,17886.3,4.37
709,10696,2024-02-29,29.974,0.161,0.255,0.089,0.091,2.017,4.855,1.038,FI,2024,17886.3,4.37
710,10696,2024-03-31,32.092,0.161,0.255,0.089,0.091,2.017,4.855,1.038,FI,2024,17886.3,4.37
711,10696,2024-04-30,30.657,0.161,0.255,0.089,0.091,2.017,4.855,1.038,FI,2024,17886.3,4.37
712,10696,2024-05-31,27.993,0.167,0.263,0.098,0.098,1.893,4.805,1.062,FI,2024,17886.3,4.37
713,10696,2024-06-30,27.858,0.167,0.263,0.098,0.098,1.893,4.805,1.062,FI,2024,17886.3,4.37
714,10696,2024-07-31,30.574,0.167,0.263,0.098,0.098,1.893,4.805,1.062,FI,2024,17886.3,4.37
715,10696,2024-08-31,30.26,0.174,0.272,0.096,0.105,2.077,4.801,1.056,FI,2024,17886.3,4.37
716,10696,2024-09-30,31.135,0.174,0.272,0.096,0.105,2.077,4.801,1.056,FI,2024,17886.3,4.37
717,10696,2024-10-31,34.298,0.174,0.272,0.096,0.105,2.077,4.801,1.056,FI,2024,17886.3,4.37
718,10696,2024-11-30,42.574,0.152,0.281,0.095,0.095,2.089,4.746,1.054,FI,2024,17886.3,4.37
719,10696,2024-12-31,39.58,0.152,0.281,0.095,0.095,2.089,4.746,1.054,FI,2024,17886.3,4.37
720,11308,2015-01-31,22.872,0.174,0.24,0.143,0.206,1.791,23.914,1.068,KO,2015,44294.0,1.69
721,11308,2015-02-28,27.063,0.154,0.23,0.137,0.189,2.027,21.816,1.019,KO,2015,44294.0,1.69
722,11308,2015-03-31,25.344,0.154,0.23,0.137,0.189,2.027,21.816,1.019,KO,2015,44294.0,1.69
723,11308,2015-04-30,25.35,0.154,0.23,0.137,0.189,2.027,21.816,1.019,KO,2015,44294.0,1.69
724,11308,2015-05-31,25.924,0.153,0.229,0.134,0.181,1.952,21.733,1.085,KO,2015,44294.0,1.69
725,11308,2015-06-30,24.829,0.153,0.229,0.134,0.181,1.952,21.733,1.085,KO,2015,44294.0,1.69
726,11308,2015-07-31,26.0,0.153,0.229,0.134,0.181,1.952,21.733,1.085,KO,2015,44294.0,1.69
727,11308,2015-08-31,22.994,0.165,0.226,0.131,0.201,2.074,20.344,1.11,KO,2015,44294.0,1.69
728,11308,2015-09-30,23.462,0.165,0.226,0.131,0.201,2.074,20.344,1.11,KO,2015,44294.0,1.69
729,11308,2015-10-31,24.766,0.165,0.226,0.131,0.201,2.074,20.344,1.11,KO,2015,44294.0,1.69
730,11308,2015-11-30,27.321,0.152,0.224,0.13,0.191,2.245,19.015,1.131,KO,2015,44294.0,1.69
731,11308,2015-12-31,27.538,0.152,0.224,0.13,0.191,2.245,19.015,1.131,KO,2015,44294.0,1.69
732,11308,2016-01-31,27.513,0.152,0.224,0.13,0.191,2.245,19.015,1.131,KO,2016,41863.0,1.51
733,11308,2016-02-29,25.826,0.166,0.231,0.133,0.222,2.517,19.069,1.24,KO,2016,41863.0,1.51
734,11308,2016-03-31,27.778,0.166,0.231,0.133,0.222,2.517,19.069,1.24,KO,2016,41863.0,1.51
735,11308,2016-04-30,26.826,0.166,0.231,0.133,0.222,2.517,19.069,1.24,KO,2016,41863.0,1.51
736,11308,2016-05-31,26.867,0.166,0.232,0.132,0.224,2.498,18.411,1.177,KO,2016,41863.0,1.51
737,11308,2016-06-30,27.307,0.166,0.232,0.132,0.224,2.498,18.411,1.177,KO,2016,41863.0,1.51
738,11308,2016-07-31,26.283,0.166,0.232,0.132,0.224,2.498,18.411,1.177,KO,2016,41863.0,1.51
739,11308,2016-08-31,24.96,0.176,0.234,0.131,0.244,2.564,17.237,1.196,KO,2016,41863.0,1.51
740,11308,2016-09-30,24.322,0.176,0.234,0.131,0.244,2.564,17.237,1.196,KO,2016,41863.0,1.51
741,11308,2016-10-31,24.368,0.176,0.234,0.131,0.244,2.564,17.237,1.196,KO,2016,41863.0,1.51
742,11308,2016-11-30,24.455,0.17,0.235,0.128,0.237,2.572,15.833,1.247,KO,2016,41863.0,1.51
743,11308,2016-12-31,25.127,0.17,0.235,0.128,0.237,2.572,15.833,1.247,KO,2016,41863.0,1.51
744,11308,2017-01-31,25.194,0.17,0.235,0.128,0.237,2.572,15.833,1.247,KO,2017,35410.0,0.28
745,11308,2017-02-28,28.161,0.156,0.238,0.132,0.229,2.777,13.552,1.282,KO,2017,35410.0,0.28
746,11308,2017-03-31,28.483,0.156,0.238,0.132,0.229,2.777,13.552,1.282,KO,2017,35410.0,0.28
747,11308,2017-04-30,28.96,0.156,0.238,0.132,0.229,2.777,13.552,1.282,KO,2017,35410.0,0.28
748,11308,2017-05-31,31.797,0.153,0.24,0.125,0.212,2.708,12.424,1.316,KO,2017,35410.0,0.28
749,11308,2017-06-30,31.364,0.153,0.24,0.125,0.212,2.708,12.424,1.316,KO,2017,35410.0,0.28
750,11308,2017-07-31,32.056,0.153,0.24,0.125,0.212,2.708,12.424,1.316,KO,2017,35410.0,0.28
751,11308,2017-08-31,47.448,0.107,0.247,0.121,0.144,2.86,11.715,1.352,KO,2017,35410.0,0.28
752,11308,2017-09-30,46.885,0.107,0.247,0.121,0.144,2.86,11.715,1.352,KO,2017,35410.0,0.28
753,11308,2017-10-31,47.896,0.107,0.247,0.121,0.144,2.86,11.715,1.352,KO,2017,35410.0,0.28
754,11308,2017-11-30,43.59,0.122,0.255,0.12,0.165,2.994,11.262,1.358,KO,2017,35410.0,0.28
755,11308,2017-12-31,43.695,0.122,0.255,0.12,0.165,2.994,11.262,1.358,KO,2017,35410.0,0.28
756,11308,2018-01-31,45.324,0.122,0.255,0.12,0.165,2.994,11.262,1.358,KO,2018,31856.0,1.58
757,11308,2018-02-28,160.074,0.033,0.266,0.122,0.051,4.037,11.671,1.344,KO,2018,31856.0,1.58
758,11308,2018-03-31,160.852,0.033,0.266,0.122,0.051,4.037,11.671,1.344,KO,2018,31856.0,1.58
759,11308,2018-04-30,160.037,0.033,0.266,0.122,0.051,4.037,11.671,1.344,KO,2018,31856.0,1.58
760,11308,2018-05-31,138.71,0.04,0.282,0.121,0.055,3.441,11.456,1.32,KO,2018,31856.0,1.58
761,11308,2018-06-30,141.484,0.04,0.282,0.121,0.055,3.441,11.456,1.32,KO,2018,31856.0,1.58
762,11308,2018-07-31,150.419,0.04,0.282,0.121,0.055,3.441,11.456,1.32,KO,2018,31856.0,1.58
763,11308,2018-08-31,84.094,0.067,0.287,0.122,0.098,3.609,10.909,1.266,KO,2018,31856.0,1.58
764,11308,2018-09-30,87.151,0.067,0.287,0.122,0.098,3.609,10.909,1.266,KO,2018,31856.0,1.58
765,11308,2018-10-31,90.34,0.067,0.287,0.122,0.098,3.609,10.909,1.266,KO,2018,31856.0,1.58
766,11308,2018-11-30,80.0,0.081,0.3,0.125,0.124,3.776,10.897,1.185,KO,2018,31856.0,1.58
767,11308,2018-12-31,75.159,0.081,0.3,0.125,0.124,3.776,10.897,1.185,KO,2018,31856.0,1.58
768,11308,2019-01-31,76.397,0.081,0.3,0.125,0.124,3.776,10.897,1.185,KO,2019,37266.0,2.09
769,11308,2019-02-28,28.879,0.211,0.306,0.126,0.35,3.778,10.304,1.048,KO,2019,37266.0,2.09
770,11308,2019-03-31,29.847,0.211,0.306,0.126,0.35,3.778,10.304,1.048,KO,2019,37266.0,2.09
771,11308,2019-04-30,31.248,0.211,0.306,0.126,0.35,3.778,10.304,1.048,KO,2019,37266.0,2.09
772,11308,2019-05-31,31.293,0.194,0.296,0.129,0.327,3.77,10.429,1.072,KO,2019,37266.0,2.09
773,11308,2019-06-30,32.433,0.194,0.296,0.129,0.327,3.77,10.429,1.072,KO,2019,37266.0,2.09
774,11308,2019-07-31,33.522,0.194,0.296,0.129,0.327,3.77,10.429,1.072,KO,2019,37266.0,2.09
775,11308,2019-08-31,33.561,0.199,0.295,0.132,0.348,3.782,10.655,0.991,KO,2019,37266.0,2.09
776,11308,2019-09-30,33.195,0.199,0.295,0.132,0.348,3.782,10.655,0.991,KO,2019,37266.0,2.09
777,11308,2019-10-31,33.189,0.199,0.295,0.132,0.348,3.782,10.655,0.991,KO,2019,37266.0,2.09
778,11308,2019-11-30,29.667,0.215,0.285,0.132,0.383,3.759,10.63,0.955,KO,2019,37266.0,2.09
779,11308,2019-12-31,30.75,0.215,0.285,0.132,0.383,3.759,10.63,0.955,KO,2019,37266.0,2.09
780,11308,2020-01-31,32.444,0.215,0.285,0.132,0.383,3.759,10.63,0.955,KO,2020,33014.0,1.8
781,11308,2020-02-29,25.841,0.239,0.283,0.14,0.444,3.439,11.143,0.757,KO,2020,33014.0,1.8
782,11308,2020-03-31,21.377,0.239,0.283,0.14,0.444,3.439,11.143,0.757,KO,2020,33014.0,1.8
783,11308,2020-04-30,22.169,0.239,0.283,0.14,0.444,3.439,11.143,0.757,KO,2020,33014.0,1.8
784,11308,2020-05-31,20.121,0.269,0.284,0.137,0.478,3.727,11.815,0.844,KO,2020,33014.0,1.8
785,11308,2020-06-30,19.259,0.269,0.284,0.137,0.478,3.727,11.815,0.844,KO,2020,33014.0,1.8
786,11308,2020-07-31,20.362,0.269,0.284,0.137,0.478,3.727,11.815,0.844,KO,2020,33014.0,1.8
787,11308,2020-08-31,23.363,0.268,0.281,0.125,0.441,3.841,10.34,0.909,KO,2020,33014.0,1.8
788,11308,2020-09-30,23.288,0.268,0.281,0.125,0.441,3.841,10.34,0.909,KO,2020,33014.0,1.8
789,11308,2020-10-31,22.67,0.268,0.281,0.125,0.441,3.841,10.34,0.909,KO,2020,33014.0,1.8
790,11308,2020-11-30,26.736,0.249,0.289,0.123,0.406,3.985,10.119,0.959,KO,2020,33014.0,1.8
791,11308,2020-12-31,28.415,0.249,0.289,0.123,0.406,3.985,10.119,0.959,KO,2020,33014.0,1.8
792,11308,2021-01-31,24.948,0.249,0.289,0.123,0.406,3.985,10.119,0.959,KO,2021,38655.0,2.26
793,11308,2021-02-28,27.369,0.235,0.298,0.131,0.365,3.42,10.322,1.318,KO,2021,38655.0,2.26
794,11308,2021-03-31,29.447,0.235,0.298,0.131,0.365,3.42,10.322,1.318,KO,2021,38655.0,2.26
795,11308,2021-04-30,30.156,0.235,0.298,0.131,0.365,3.42,10.322,1.318,KO,2021,38655.0,2.26
796,11308,2021-05-31,33.108,0.216,0.302,0.125,0.356,3.776,8.838,1.19,KO,2021,38655.0,2.26
797,11308,2021-06-30,32.401,0.216,0.302,0.125,0.356,3.776,8.838,1.19,KO,2021,38655.0,2.26
798,11308,2021-07-31,34.15,0.216,0.302,0.125,0.356,3.776,8.838,1.19,KO,2021,38655.0,2.26
799,11308,2021-08-31,30.112,0.222,0.31,0.139,0.385,3.434,10.668,1.284,KO,2021,38655.0,2.26
800,11308,2021-09-30,28.059,0.222,0.31,0.139,0.385,3.434,10.668,1.284,KO,2021,38655.0,2.26
801,11308,2021-10-31,30.144,0.222,0.31,0.139,0.385,3.434,10.668,1.284,KO,2021,38655.0,2.26
802,11308,2021-11-30,25.711,0.233,0.313,0.147,0.395,3.165,11.683,1.409,KO,2021,38655.0,2.26
803,11308,2021-12-31,29.025,0.233,0.313,0.147,0.395,3.165,11.683,1.409,KO,2021,38655.0,2.26
804,11308,2022-01-31,29.907,0.233,0.313,0.147,0.395,3.165,11.683,1.409,KO,2022,43004.0,2.2
805,11308,2022-02-28,27.662,0.253,0.293,0.141,0.416,3.022,11.968,1.13,KO,2022,43004.0,2.2
806,11308,2022-03-31,27.556,0.253,0.293,0.141,0.416,3.022,11.968,1.13,KO,2022,43004.0,2.2
807,11308,2022-04-30,28.716,0.253,0.293,0.141,0.416,3.022,11.968,1.13,KO,2022,43004.0,2.2
808,11308,2022-05-31,26.63,0.257,0.297,0.146,0.42,2.917,15.988,1.306,KO,2022,43004.0,2.2
809,11308,2022-06-30,26.433,0.257,0.297,0.146,0.42,2.917,15.988,1.306,KO,2022,43004.0,2.2
810,11308,2022-07-31,26.962,0.257,0.297,0.146,0.42,2.917,15.988,1.306,KO,2022,43004.0,2.2
811,11308,2022-08-31,27.923,0.232,0.287,0.143,0.37,2.919,15.726,1.224,KO,2022,43004.0,2.2
812,11308,2022-09-30,25.348,0.232,0.287,0.143,0.37,2.919,15.726,1.224,KO,2022,43004.0,2.2
813,11308,2022-10-31,27.081,0.232,0.287,0.143,0.37,2.919,15.726,1.224,KO,2022,43004.0,2.2
814,11308,2022-11-30,27.777,0.234,0.28,0.142,0.379,2.916,15.981,1.14,KO,2022,43004.0,2.2
815,11308,2022-12-31,27.777,0.234,0.28,0.142,0.379,2.916,15.981,1.14,KO,2022,43004.0,2.2
816,11308,2023-01-31,26.777,0.234,0.28,0.142,0.379,2.916,15.981,1.14,KO,2023,45754.0,2.48
817,11308,2023-02-28,27.174,0.222,0.282,0.143,0.361,2.777,13.746,1.145,KO,2023,45754.0,2.48
818,11308,2023-03-31,28.324,0.222,0.282,0.143,0.361,2.777,13.746,1.145,KO,2023,45754.0,2.48
819,11308,2023-04-30,29.292,0.222,0.282,0.143,0.361,2.777,13.746,1.145,KO,2023,45754.0,2.48
820,11308,2023-05-31,26.167,0.227,0.28,0.144,0.369,2.879,11.354,1.138,KO,2023,45754.0,2.48
821,11308,2023-06-30,26.412,0.227,0.28,0.144,0.369,2.879,11.354,1.138,KO,2023,45754.0,2.48
822,11308,2023-07-31,27.162,0.227,0.28,0.144,0.369,2.879,11.354,1.138,KO,2023,45754.0,2.48
823,11308,2023-08-31,24.723,0.238,0.286,0.147,0.392,2.817,10.107,1.142,KO,2023,45754.0,2.48
824,11308,2023-09-30,23.132,0.238,0.286,0.147,0.392,2.817,10.107,1.142,KO,2023,45754.0,2.48
825,11308,2023-10-31,23.343,0.238,0.286,0.147,0.392,2.817,10.107,1.142,KO,2023,45754.0,2.48
826,11308,2023-11-30,23.565,0.239,0.289,0.149,0.391,2.736,9.184,1.145,KO,2023,45754.0,2.48
827,11308,2023-12-31,23.762,0.239,0.289,0.149,0.391,2.736,9.184,1.145,KO,2023,45754.0,2.48
828,11308,2024-01-31,23.988,0.239,0.289,0.149,0.391,2.736,9.184,1.145,KO,2024,47061.0,2.47
829,11308,2024-02-29,24.3,0.234,0.29,0.151,0.385,2.707,8.703,1.134,KO,2024,47061.0,2.47
830,11308,2024-03-31,24.769,0.234,0.29,0.151,0.385,2.707,8.703,1.134,KO,2024,47061.0,2.47
831,11308,2024-04-30,25.008,0.234,0.29,0.151,0.385,2.707,8.703,1.134,KO,2024,47061.0,2.47
832,11308,2024-05-31,25.172,0.234,0.293,0.149,0.376,2.696,8.791,1.112,KO,2024,47061.0,2.47
833,11308,2024-06-30,25.46,0.234,0.293,0.149,0.376,2.696,8.791,1.112,KO,2024,47061.0,2.47
834,11308,2024-07-31,26.696,0.234,0.293,0.149,0.376,2.696,8.791,1.112,KO,2024,47061.0,2.47
835,11308,2024-08-31,29.459,0.229,0.297,0.151,0.369,2.728,8.714,1.095,KO,2024,47061.0,2.47
836,11308,2024-09-30,29.211,0.229,0.297,0.151,0.369,2.728,8.714,1.095,KO,2024,47061.0,2.47
837,11308,2024-10-31,26.549,0.229,0.297,0.151,0.369,2.728,8.714,1.095,KO,2024,47061.0,2.47
838,11308,2024-11-30,26.589,0.224,0.295,0.149,0.363,2.803,8.363,1.076,KO,2024,47061.0,2.47
